"","Ach_mil","Ach_pta","Alc_sp","Ana_arv","Ang_syl","Bet_off","Bra_nap","Cam_pat","Cam_rot","Cap_bur","Cen_jac","Cer_arv","Cer_hol","Cir_arv","Cir_can","Cir_pal","Con_can","Cre_bie","Cus_eur","Dau_car","Epi_ang","Epi_sp","Eup_hel","Fal_con","Gal_alb","Gal_bor","Gal_pal","Gal_qua","Gal_spe","Gal_uli","Gale_sp","Gna_syl","Her_sph","Hie_lae","Hie_sp","Hyp_mac","Hyp_per","Hyp_rad","Lam_alb","Lat_pra","Leo_aut","Leo_his","Leu_vul","Lot_cor","Lyc_eur","Lyc_flo","Lys_num","Lys_vul","Lyt_sal","Mat_dis","Mat_cha","Med_lup","Men_arv","Myo_pal","Myo_ram","Odo_ver","Pep_por","Per_hyd","Per_mac","Per_min","Pim_sax","Pla_lan","Pla_maj","Pla_med","Pol_avi","Pot_ans","Pot_ere","Pru_vul","Ran_acr","Ran_aur","Ran_fla","Ran_rep","Rap_rap","Rhi_min","San_off","Scu_gal","Sel_car","Ser_tin","Ste_gra","Suc_pra","Tri_cam","Tri_dub","Tri_hyb","Tri_med","Tri_pra","Tri_rep","Ver_arv","Ver_cha","Ver_scu","Ver_ser","Vic_cra","Vic_hir","Vic_sep","Vic_tet","Vio_arv","Cer_spe","Pru_gra","Son_arv","Dia_del","Epi_pal","Gal_apa","Per_spe","Cen_cyn","Gal_ver","Hie_umb","Per_lap","Tri_ino"
"22-32",0,8.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,0,5.5,4,5.5,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-33",0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,2.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-34",0,23.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0,1,0,4.5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-35",0,3.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,4,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-36",0,6.5,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.5,0,0,0,0,5,7.5,2,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-37",0,22.5,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2.5,2.5,0,0,0,0,0,7.5,0,0,3,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-38",0,2.5,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4.5,2.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.5,0,0,0,2,0,1.5,1.5,0,0,0,0,0,17.5,0,0,1,0,0,0,0,15.5,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-39",0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,2,1,1.5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3.5,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-40",3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13.5,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-41",0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,1,0,2,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.5,0,0,0,0,0,6.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-44",5.5,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-45",0,3,1,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,34.5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25.5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-46",0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,55,0,0,0,0,0,10.5,0,0,0,0,0,0,3.5,0,1,0,0,0,0,0,7,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-47",0,5.5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,2,1,0,0,0,0,0,11.5,0,2,2,0,0,0,0,4.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-48",0,10.5,1,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,54,0,0,0,0,0,1.5,1.5,0,0,0,0,0,11.5,0,6.5,1,0,2,0,0,3,0,1,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-49",3,1,2.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,32.5,0,0,0,0,5,4,1,0,0,0,0,0,2.5,0,2,1,0,0,0,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-50",0,3.5,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52.5,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,12.5,0,1,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-51",0,1,2.5,0,0,0,0,1.5,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,15,34.5,0,0,0,0,1,10.5,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-52",0,14,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-53",0,12.5,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,16,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-54",0,44.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3.5,0,0,0,0,1,0,0,0,20.5,0,0,0,0,0,4,4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-55",0,83.5,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-56",0,3,0,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,10,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,33.5,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-57",0,4,1.5,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,35.5,0,0,0,0,0,7.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-58",0,1,1,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,45,0,0,0,0,0,5.5,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,4.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-59",0,1,3,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51.5,0,0,0,0,0,7,1,0,0,0,0,0,26.5,0,4,0,0,0,0,0,0,0,6.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-60",1,7.5,3,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5.5,2,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,56.5,0,0,0,0,0,5.5,0,0,0,0,0,0,22,0,5.5,1,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-61",0,0,0,0,0,0,0,1,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,1,0,0,0,0,0,0,10.5,0,0,6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,33.5,0,0,0,0,0,4,1.5,0,0,0,0,0,10.5,0,0,1,0,0,0,0,1,0,1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-62",1,12,0,0,0,0,0,2,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,26.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,32,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-63",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14,2,0,0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-64",0,20,0,0,0,0,0,0,0,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,39.5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22-65",0,10,1,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,42.5,0,0,0,0,0,4.5,1.5,0,0,0,0,0,16.5,0,6.5,0,0,0,0,0,5,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-66",0,2,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,57,0,0,0,0,0,5,1,0,0,0,0,0,18,0,7,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-67",1,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,26.5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,24,0,0,0,0,0,4.5,0,23.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-68",0,3.5,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13.5,0,0,3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,31,0,0,0,0,0,14.5,1.5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,2.5,0,23.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-69",1,0,0,0,0,0,0,0,1.5,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,88.5,4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,15.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-70",0,0,0,0,0,0,0,1,0,0,16.5,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,1,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,51,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-71",0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-72",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,1,0,20.5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-73",0,0,3.5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,17,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3.5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,0,0,0,0,0,6.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.5,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-74",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7.5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,26,0,0,0,0,0,3.5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,22.5,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-75",0,0,3,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0,4.5,8.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28.5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,3.5,0,38,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-76",1,0,0,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,6,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,9.5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,0,0,0,0,0,3.5,0,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-77",6,40.5,2,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,27,0,0,0,0,0,2,3.5,0,0,0,0,0,17,0,37,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-78",4,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,9.5,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.5,0,1,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.5,0,0,0,0,0,13.5,1,0,0,0,0,0,1,0,6.5,0,0,0,0,0,19.5,0,18.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-79",0,0,1,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,3.5,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-80",0,0,1,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,20.5,7.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-81",0,2,1.5,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,10.5,0,0,0,0,4,0,0,0,0,0,1.5,1,0,0,15,0,0,0,12.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,52,0,0,0,0,0,17.5,4,0,0,0,0,0,4.5,0,1,0,0,0,0,0,3,0,3,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-82",0,0,5,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,10,5,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57.5,0,0,0,0,0,2.5,0,0,0,0,0,0,2,0,14,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-83",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,36.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"22-84",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,1.5,0,0,0,3,0,0,1,2,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-85",0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10.5,0,0,0,0,1,21.5,29.5,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-86",0,5.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,29.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-88",0,1.5,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.5,0,1,0,1.5,0,8,7,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-90",0,0,1.5,0,0,0,0,1,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,15.5,7.5,0,0,0,0,0,3,0,2,0,0,0,0,0,26,0,13.5,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
